Name,Volume,Ask Size,Ask Price,Bid Size,Bid Price,Last Price,Shares Matched,Shares Routed
IGLD,24,0,0.00,0,0.00,18.38,24,0
OCTH,23,0,0.00,0,0.00,23.99,23,0
JANZ,22,0,0.00,0,0.00,28.49,22,0
VMOT,22,0,0.00,0,0.00,22.13,22,0
DOGG,21,0,0.00,0,0.00,19.69,21,0
RVRB,20,0,0.00,0,0.00,22.81,20,0
APRH,18,0,0.00,0,0.00,24.74,17,1
SFIG,16,0,0.00,0,0.00,46.53,16,0
NJAN,15,0,0.00,0,0.00,40.91,15,0
TMDV,15,0,0.00,0,0.00,43.21,15,0
MRGR,12,0,0.00,0,0.00,39.82,12,0
ROCI,12,0,0.00,0,0.00,24.11,12,0
TGLR,11,0,0.00,0,0.00,23.25,11,0
BBLB,10,0,0.00,0,0.00,82.28,10,0
GLDB,9,0,0.00,0,0.00,18.27,9,0
BAMD,8,0,0.00,0,0.00,25.24,8,0
EWUS,7,0,0.00,0,0.00,29.84,7,0
GCLN,7,0,0.00,0,0.00,31.71,7,0
QTJA,7,0,0.00,0,0.00,20.83,7,0
XTOC,7,0,0.00,0,0.00,25.00,7,0
ESHY,6,0,0.00,0,0.00,17.54,6,0
GPAL,6,0,0.00,0,0.00,35.74,6,0
BLDG,5,0,0.00,0,0.00,22.59,5,0
EUDV,5,0,0.00,0,0.00,41.82,5,0
NUDV,5,0,0.00,0,0.00,23.03,5,0
BGLD,3,0,0.00,0,0.00,19.45,3,0
BJUN,3,0,0.00,0,0.00,33.31,3,0
FDHT,3,0,0.00,0,0.00,16.30,3,0
LGLZ,3,0,0.00,0,0.00,19.40,3,0
UFEB,3,0,0.00,0,0.00,27.94,3,0
BDEC,2,0,0.00,0,0.00,35.54,2,0
CAOS,2,0,0.00,0,0.00,82.10,2,0
DFRA,2,0,0.00,0,0.00,27.72,2,0
EAOK,2,0,0.00,0,0.00,23.19,2,0
INTL,2,0,0.00,0,0.00,19.92,2,0
IPPP,2,0,0.00,0,0.00,8.84,2,0
PSMO,2,0,0.00,0,0.00,23.82,2,0
UDEC,2,0,0.00,0,0.00,29.94,2,0
XBAP,2,0,0.00,0,0.00,29.25,2,0
XDQQ,2,0,0.00,0,0.00,24.90,2,0
ACSI,1,0,0.00,0,0.00,45.21,1,0
BBIB,1,0,0.00,0,0.00,94.64,1,0
DDEC,1,0,0.00,0,0.00,34.05,1,0
DSCF,1,0,0.00,0,0.00,20.89,1,0
FDVL,1,0,0.00,0,0.00,10.10,1,0
GEMD,1,0,0.00,0,0.00,37.58,1,0
JULD,1,0,0.00,0,0.00,24.47,1,0
JULZ,1,0,0.00,0,0.00,35.04,1,0
MBND,1,0,0.00,0,0.00,26.04,1,0
MDEV,1,0,0.00,0,0.00,17.24,1,0
QTAP,1,0,0.00,0,0.00,30.40,1,0
RODE,1,0,0.00,0,0.00,25.21,1,0
SANE,1,0,0.00,0,0.00,22.83,1,0
SHDG,1,0,0.00,0,0.00,23.42,1,0
SNPG,1,0,0.00,0,0.00,32.11,1,0
YPS,1,0,0.00,0,0.00,20.60,1,0
APRQ,0,0,0.00,0,0.00,0.00,0,0
APRZ,0,0,0.00,0,0.00,0.00,0,0
ARCM,0,0,0.00,0,0.00,0.00,0,0
AUGZ,0,0,0.00,0,0.00,0.00,0,0
BAMA,0,0,0.00,0,0.00,0.00,0,0
BAMB,0,0,0.00,0,0.00,0.00,0,0
BAMO,0,0,0.00,0,0.00,0.00,0,0
BAMU,0,0,0.00,0,0.00,0.00,0,0
BAMY,0,0,0.00,0,0.00,0.00,0,0
BBIP,0,0,0.00,0,0.00,0.00,0,0
BBSB,0,0,0.00,0,0.00,0.00,0,0
BEMB,0,0,0.00,0,0.00,0.00,0,0
BKGI,0,0,0.00,0,0.00,0.00,0,0
BOCT,0,0,0.00,0,0.00,0.00,0,0
CFCV,0,0,0.00,0,0.00,0.00,0,0
CLSE,0,0,0.00,0,0.00,0.00,0,0
CMCI,0,0,0.00,0,0.00,0.00,0,0
CVAR,0,0,0.00,0,0.00,0.00,0,0
DKRB,0,0,0.00,0,0.00,0.00,0,0
DSJA,0,0,0.00,0,0.00,0.00,0,0
DWCR,0,0,0.00,0,0.00,0.00,0,0
EAOM,0,0,0.00,0,0.00,0.00,0,0
EFNL,0,0,0.00,0,0.00,0.00,0,0
EGUS,0,0,0.00,0,0.00,0.00,0,0
ESCR,0,0,0.00,0,0.00,0.00,0,0
ESEB,0,0,0.00,0,0.00,0.00,0,0
EVUS,0,0,0.00,0,0.00,0.00,0,0
FAIL,0,0,0.00,0,0.00,0.00,0,0
FDCE,0,0,0.00,0,0.00,0.00,0,0
FDGR,0,0,0.00,0,0.00,0.00,0,0
FDTB,0,0,0.00,0,0.00,0.00,0,0
FLDZ,0,0,0.00,0,0.00,0.00,0,0
FLTN,0,0,0.00,0,0.00,0.00,0,0
FMAR,0,0,0.00,0,0.00,0.00,0,0
FPAG,0,0,0.00,0,0.00,0.00,0,0
GHTA,0,0,0.00,0,0.00,0.00,0,0
GMAR,0,0,0.00,0,0.00,0.00,0,0
GSEE,0,0,0.00,0,0.00,0.00,0,0
HEAT,0,0,0.00,0,0.00,0.00,0,0
HIDE,0,0,0.00,0,0.00,0.00,0,0
HIYS,0,0,0.00,0,0.00,0.00,0,0
HSUN,0,0,0.00,0,0.00,0.00,0,0
IMSI,0,0,0.00,0,0.00,0.00,0,0
ISDB,0,0,0.00,0,0.00,0.00,0,0
JULQ,0,0,0.00,0,0.00,0.00,0,0
JUNZ,0,0,0.00,0,0.00,0.00,0,0
KCAL,0,0,0.00,0,0.00,0.00,0,0
LCF,0,0,0.00,0,0.00,0.00,0,0
MARZ,0,0,0.00,0,0.00,0.00,0,0
MAYZ,0,0,0.00,0,0.00,0.00,0,0
MBBB,0,0,0.00,0,0.00,0.00,0,0
MBNE,0,0,0.00,0,0.00,0.00,0,0
MIG,0,0,0.00,0,0.00,0.00,0,0
MINN,0,0,0.00,0,0.00,0.00,0,0
MOTE,0,0,0.00,0,0.00,0.00,0,0
MOTG,0,0,0.00,0,0.00,0.00,0,0
MSTQ,0,0,0.00,0,0.00,0.00,0,0
OBND,0,0,0.00,0,0.00,0.00,0,0
OCTZ,0,0,0.00,0,0.00,0.00,0,0
PBL,0,0,0.00,0,0.00,0.00,0,0
PSCJ,0,0,0.00,0,0.00,0.00,0,0
PSCW,0,0,0.00,0,0.00,0.00,0,0
PSDM,0,0,0.00,0,0.00,0.00,0,0
PSFD,0,0,0.00,0,0.00,0.00,0,0
PSFJ,0,0,0.00,0,0.00,0.00,0,0
PSMD,0,0,0.00,0,0.00,0.00,0,0
PTEU,0,0,0.00,0,0.00,0.00,0,0
PUTD,0,0,0.00,0,0.00,0.00,0,0
PWS,0,0,0.00,0,0.00,0.00,0,0
QTJL,0,0,0.00,0,0.00,0.00,0,0
QTOC,0,0,0.00,0,0.00,0.00,0,0
RESE,0,0,0.00,0,0.00,0.00,0,0
RSEE,0,0,0.00,0,0.00,0.00,0,0
SEIM,0,0,0.00,0,0.00,0.00,0,0
SEIQ,0,0,0.00,0,0.00,0.00,0,0
SELV,0,0,0.00,0,0.00,0.00,0,0
SNPD,0,0,0.00,0,0.00,0.00,0,0
SNPV,0,0,0.00,0,0.00,0.00,0,0
SPCZ,0,0,0.00,0,0.00,0.00,0,0
STLV,0,0,0.00,0,0.00,0.00,0,0
TDVI,0,0,0.00,0,0.00,0.00,0,0
TSJA,0,0,0.00,0,0.00,0.00,0,0
TSLH,0,0,0.00,0,0.00,0.00,0,0
TUSI,0,0,0.00,0,0.00,0.00,0,0
VIRS,0,0,0.00,0,0.00,0.00,0,0
VMAT,0,0,0.00,0,0.00,0.00,0,0
WFIG,0,0,0.00,0,0.00,0.00,0,0
WLDR,0,0,0.00,0,0.00,0.00,0,0
XDJA,0,0,0.00,0,0.00,0.00,0,0
XDJL,0,0,0.00,0,0.00,0.00,0,0
XEMD,0,0,0.00,0,0.00,0.00,0,0
XTAP,0,0,0.00,0,0.00,0.00,0,0
XTJA,0,0,0.00,0,0.00,0.00,0,0
XTJL,0,0,0.00,0,0.00,0.00,0,0
XVOL,0,0,0.00,0,0.00,0.00,0,0
YJUN,0,0,0.00,0,0.00,0.00,0,0
YMAR,0,0,0.00,0,0.00,0.00,0,0
